id	text	label	size
200033	@QuarantinedCoof the dummy who tried bringing back gamergate is spending his time off from waiting tables pretending to know stuff.https://t.co/TNmF65RLOg	NO	154
200034	"They still trying to grift that GamerGate money aren't they?This is what I call, ""terminally online"". https://t.co/YRfUsbteex"	NO	125
200035	@GMShivers Oh my god, is Wu STILL on this gamergate shit? bloody hell, the inside of her brain must be slop by now.	YES	115
200037	It will just talk about games without bring twitter drama and gamergate bullshit into it any more but I used to love Jan Garbarek as a kid.	NO	139
200038	The Russian bots are monitoring the situation involving Gamergate	NO	65
200039	It was amazing, @cliftonaduncan, and I know that anyone who might have been hesitant immediately fell in love with you when we started discussing “gamergate”! https://t.co/SLn7HMc5HU	NO	182
200040	@oliophi You have rage issues that manifest in an internet addiction. It at least started outwardly during gamergate and when that died you needed a new fix, you already had your views on trans people but we became the new vessel for your anger.You need help.	NO	259
200041	recently i was verbally harassed by @nathansmokee when he said i was 5’2 and don’t have any bitchesi’d like to clarify this is true but very mean	YES	145
200042	@CharmedDegen @garddensong argue that you can be sexually harassed online? bc I've had it happen?	YES	97
200044	@okhvii @jouwswa @Ninja @CouRageJD Bro you just harassed him	NO	60
200045	No two completely different situations, teacher had broken up the fight, it was over. Simpkins went to his bag, pulled out his handgun and fired. Simpkins claimed he was being harassed but the police have stated this was gang related. So good try but no dice. https://t.co/PxpO2CCiN3	NO	283
200046	Wheel of time got a trailer released for amazon that looks horrible, went in to try and soften the blow, got downvoted and harassed by them for saying it looks like a CW show lol #GoT #GameofThrones https://t.co/OhgdlRVZR8 https://t.co/7YbMkZ29cM	NO	246
200048	@TheLlamaFiles @hazelpress A serious hardcore #Assange groupie who JA invited to the Ecuador Embassy. Stalked, harassed and bullied journalists and members of the public who were critical of JA. Went rogue after Trump election and leaked a huge trove of #Wikileaks chat logs to Micah Lee at the Intercept	NO	304
200051	@multimultatuli @McKittenCat @BrynnTannehill @MargaretAtwood How is it not about safety? Do you know how frequently trans women are sexually harassed? Despite most of them avoiding public restrooms, it's still pretty bad.	YES	221
200052	@KittyBatSasha @misesinst @thisgirl_13 @PanvidyaMagnus @Mayor_McCheeze_ In other places like Europe, there are Muslims who made it hostile to live peacefully and some made their way into govt. I have a Dutch friend who got spat on and harassed while walking her dog. The neighborhood she lived in got so bad she was forced to move	YES	330
200053	Anyway, as I said up this thread is for the handful of ppl that follow me that will care. For everyone else you can do/say whatever about me I really don’t care anymore. Too many good ppl have been harassed or felt the need to leave bcuz of this fandom. I won’t let them get to me	NO	280
200054	this poor waiter being harassed by six 30-something women i feel bad for him	NO	76
200056	@cmaconthehill Who harassed the news team, the cops or the protester?	NO	69
200057	@Shxrman1 @Josh_SilentHill I understand you're trying to be nice and stuff. I hope you give that block button more love because it's a tool that helps make you more comfortable on social media and enjoy not being harassed or seeing content you don't like.	NO	255
200058	@subrozabackward @OnFireSemmler You're given the same chance if you prove you belong at the top. Women is harassed and therefore a lot don't see it as a career worth pursueing. Most people just want to scrim against a team of equal skill, only a Minority finds it to be a waste of time. Most don't care.	YES	303
200059	Journalists continue to be attacked and harassed by the Taliban. Their latest victim is Qais.https://t.co/23csDq8sKE #pressfreedom	NO	130
200060	@T_Giarratano My situation is completely different But I feared seeking help because my ex-husband stalked /harassed, is still abusive, etc.. and I was scared he would use it as a weapon against me, which he does He filed a RFO, w/ defamatory allegationsjudge told him Fk off - again	YES	283
200061	@X95Boy @DynamoSuperX the only people who do this are MGTOW groups who propagate these myths so they don't actually have to address gender issues and sit in their bubble and screech about things they don't understand, so in short, you don't actually know what you're talking about	YES	280
200062	@_Rian_Stone @bellumjustum @DaveJon48696550 MGTOW's? I thought we were talking about women working construction!	YES	112
200063	@LibertyAnders I get it.. kind of. 80% of women are going after about 20% of men and ignoring the rest according to statistics of 3 dating apps. so that’s a pain point for some men, but Is hating women really a main component to being an incel? And what’s the difference between MGTOW and Incel?	YES	295
200064	@jyotitiwari05 MGTOW ka India Wing bhi hai kya, if Yes then They would need more traction. Baaki Pro-Male Andolan ki reach bahut kam hai IMO.	NO	141
200065	Now the MRA/MGTOW/INCEL crowd will double up on their online woman-hating angries.Because it's usually Women who turn these chomos in. Who then run and hide in the prison church. Then get out and find a new career in Qristianity. And abuse people again. https://t.co/OIIkwtU8ND	YES	277
200066	black femcels, nigcels, hoteps, d!vestors, femininity nuts, black luxury ppl, black mgtow &amp; other online groups fascinate me LOLthe way they twist legitimate ideas abt race and oppression to fit their catastrophizing worldview + inform behavior that leads them back to ws is…	YES	279
200067	950 IQs Mom and Dad also have no way out. These MGTOW JP followers do not know what makes relationships stable. It is not always NO WAY OUT.Biggest reason for stable marriages in previous generation is that they got married early. https://t.co/lZblLGyFeL	NO	254
200068	@LeeSpring_ @datoncefromthad I had to look up MRA and MGTOW. What???? https://t.co/asTGY5ARUc	NO	93
200070	@PhilMitchell83 I'm having a hard time dealing with the pervasiveness of misandry in society. Seeing shit like that all the time makes checking out more and more appealing everyday. (The #MGTOW way, not the suicide way)	NO	219
200071	international men's day#internationalmensday #mensrights #mentoo #meninist #men #antifeminism #equality #feminism #himtoo #mgtow #mra #masculinity #mensday  #meninism #antifeminist #boys  #positivity #promasculinity #malepositivity #boypositivity #sawan #anaant #sawanwankhade https://t.co/kutWOHf38A	YES	300
200072	"@ruchard3241 ""Some"" is a key word in mine LOL. It wasn't a minority, and I also didn't generalise them as incels. I said that incel and MGTOW culture is getting close to the Black community, because they may not be incels, but it's a road, and their line of thinking could take them there."	NO	289
200073	"Is ""Alpha Male"" a movement? Something like MGTOW??"	NO	50
200074	sou based cria redpill mgtow blackpilado frio patrick bateman kanye west drive (2011) blade runner mas tudo isso ironicamente	NO	125
200075	@jwalverson10 @Keds1250878727 @rpcommunication @tribelaw @CNN Women already suffer for sexual contact. Much of it is not consensual, as was pointed out earlier.Why not hold men to the same standard?Oh, right -- you're one of those MGTOW arrested adolescents	YES	257
200076	I have another article this month! This one will be controversial because it deals with MGTOW... Is it hate speech? Do they hate women? Are they dangerous? Check the answers in this post... https://t.co/HrP9YstClw	YES	213
200078	@OhNoSheTwitnt “Because men aren’t responsible for their actions. Women drive them to murder and in their perfect logic, violence is the only answer due to their physical superiority.”—an mgtow or incel, probably.	YES	213
200079	Thank you for promoting MGTOW #MarriageStrike https://t.co/Sfo7QB1afx	NO	69
200082	What are your stories notallmen as we share ours and you’re in them. If you don’t recognise yourselves then mace and legislation or your tweets telling other men to listen honestly don’t matter. It starts with you. What have you and your mates done that you now know is not okay?	NO	279
200083	@Jojobajojoba123 @Pabel5Pabel @lazyjoolz @reallorraine Cos it doesn’t happen and if it does why should all trans women be vilified for the few outliers? If it’s #notallmen then it’s #notalltranswomen too. Either all men get castrated cos they can’t stop raping or we simply just educate people that rape is bad instead😁👍	YES	320
200084	In before the replies of- “I’m a man who goes to therapy”- Follow up jokes that miss the mark- #NotAllMen- #NotAllWomen	YES	119
200085	It's patriarchal world. Women can have no job yet can live on her own. Not  men. #NotAllMen	YES	91
200086	@formulamaja Remember the time Lewis accused @f1 of not doing enough about racism and he came up with a #NotAllMen kind of response? 🤣	NO	134
200087	Any person putting pronouns in their bio and chanting TWAW is saying #NotAllMen. This is not ‘anti’ anyone - it’s recognising that in order to address the entrenched misogyny, the abuse and violence that is inflicted on women we have to recognise sex. #sexmatters	YES	263
200088	#NotAllMen have a penis. Not all women have a vaginaNot all folks ascribe to the binary	NO	87
200091	notallmen are notallmen !Female single sex spaces, services &amp; safeguards exclude all males, except for v small accompanied boys, because some males are like that. They dont come with labels &amp; apart from LaylaMoran, we cant see inside their soulsmixed sex = open to all men https://t.co/5FHVSDZTJo	YES	304
200092	obviously #NotAllMen but sorry, the Fisher exact test leaves no doubt	NO	69
200093	Stop saying #NotAllMen embarrass the fact yes its men carry the guilt for the all the mischievous done by those bastards until the females realize themselves its #NotAllMen	YES	172
200094	Notice how civilian men who don’t hold any political power in their country keep tweeting “we” are doing this/that? This isn’t COD. War isn’t a Friday night twitch channel. You’re tweeting from home. #UkraineRussiaWar #CallofDuty #NotAllMen #antiracist #antiwar #veteran	NO	270
200095	Am I the only one who reads #notallmen as no_tall_men? Not making any deep points here, just confused (not an infrequent occurrence).	NO	133
200096	@MaryBurtty @DurgeDiggler @Yascha_Mounk let’s look at your retweets:nintendo switchsportsnotallmenwow you’re really hitting hard on the social commentary! how could i keep up?stop fronting and just be honest with yourself. “still figuring things out” is the only truthful thing you’ve ever said.	NO	295
200097	@Kon__K #AllMen need to step up their game because #NotAllMen can be trusted to keep their own behaviour in check.If a schmuck like me can be a decent(ish) human being for 51+ years despite many, MANY instances of not being sober and/or in a legal frame of mind, you can do it too...	NO	283
200098	The #notallmen tag is currently trending in NL. I know it's not all men, but it is heckin' hard to trust men when you've had men you know as well as random strangers force themselves onto you or touch you without consent.Just putting it out there. Watch the video below. https://t.co/3uS00j158m	YES	294
200099	This is why #notallmen can suck a d*ck. Treat every gun like it’s loaded and treat every man like he might strangle you. Simple as that. https://t.co/yoDzZjL7zT	YES	160
200101	@chukaobi There are absolutely many wrong things about patriarchy and we can’t reduce it to ‘physical strength’. Patriarchy is an umbrella term for superiority in a lot of toxic ways. Also it’s fallacious to say ‘men will always be physically stronger’ if we want to be ‘academic’ like that	YES	290
200102	An excellent thread on how the patriarchy deforms men's souls and damages their lives. https://t.co/hQ16C565CT	NO	110
200103	"okay but what if it was two women saying ""fuck the patriarchy""... that would actually be so sexy of them"	YES	104
200104	you were tossing me the car keys fuck the patriarchy pee stain on the ground	NO	76
200106	YOU WERE TOSSING ME THE CAR KEYS FUCK THE PATRIARCHY https://t.co/0VPAodN33K	YES	76
200107	@WhiteHouseGPC Patriarchy sits at the intersection of control of Women, property &amp; war - explain how non discrimination based on “gender” protects Women from #RapeCulture https://t.co/SiiRguwGa2	YES	198
200108	@thehill Down with the Patriarchy in the Healthcare Industry! Oh…are we allowed to say male and female now? I thought that was transphobic…🙄	YES	140
200109	@afrodykee Blackness is not a shield for men to protect themselves from criticism. Especially men ignorant of all the patriarchy in non white countries. Female babies are aborted in China. Women are isolated in menstruation huts. Breast ironing. FGM. POC know what sex is.	YES	272
200112	@clairlemon @Brooks_Rob Yes. Because a controlled supply of sex is a good thing, ya heathens.No one is happier about open sex and easy women than the patriarchy. I’ll tell you that much.	YES	186
200113	"Patriarchy appoints the relatively more conformist women to the posts of ""assistant oppressor"" or ""personal secretory to chief patriarch"" so they feel valued and important in a system built on their dehumanization. This is best seen in the traditional Indian family.2/7"	YES	269
200114	Transphobes are so weak and cowardly that instead of going after real misogyny &amp; the patriarchy, they resort to targeting a different vulnerable group and become the abusers themselves in order to feel powerful. I see you. The bullied becoming the bullies isn't a cool look. https://t.co/bjTsJ2a77L	YES	302
200115	Idk it’s just different. Maybe due to ingrained patriarchy or something. I use to tell my bm I’d love to watch her fuck a girl, but another nigga? Hell nah https://t.co/NM5T8FvCTC	YES	179
200116	"@iguessnotidk ""You're not God or my father, OR my boss""Ah yes, the three genders of the socius, a summary of universal history. The primitive code of the earth, the despotic overcode whose royal incest establishes the patriarchy, and the civilized capitalist machine"	NO	266
200118	They can fight for Hijabs but not against Triple Talaks, Four Mariage rituals, even when they are excluded from education, exploitation, marital violences,they don't protest, they like to live in patriarchy... I hope they fight for following matters too #HijabRow	YES	263
200119	The whiskey and cigars, the $99 dollar seminars, the mustache wax, the secret societies, the 'we need a patriarchy' discourse...into the trash it goes. If you're feeling a crisis of manhood then just be handsome and stop talking, or at least stop talking like *that*	NO	266
200120	I would be glad to see the violence on TwitterNG over the next couple of weeks.Both Patriarchy and Misandry FCs are in top form, and they are prepared to go nose-to-nose. 😂😂😂Let's have it.	NO	188
200121	@ProteanRedux @HugoThePinkCat @DeclarationOn @BBCPolitics ActionAid conducted a survey on street harassment - They found that 79% of women living in cities in India, 86% in Thailand, and 89% in Brazil have been subjected to harassment or violence in public, as had 75% of women in London, UK. https://t.co/JL0FUYjpwC	YES	316
200122	Over 400 people used our #streetharassment helpline this year. You can donate $10 or more to fund it in 2022 &amp; help more people! https://t.co/2ySc4VzqZh #GivingTuesday #stopstreetharassment	NO	193
200123	@bitsofplastic @SackDCummings @GemSpoiledLefty @unionlib https://t.co/nO0n0cOMhOTLDR: 81% of women and 43% of men reported experiencing some form of sexual harassment and/or assault in their lifetime.So it happens and I could be bothered looking.	NO	246
200124	Explore photos and excerpts from the conversations to learn how activists view advocacy, allyship and accountability within the movement. And check out @catcallsofchicago on instagram!#CatCallsOf #StopStreetHarassment @thelilynews https://t.co/sT9TxMhCmH	NO	254
200125	@DaOlhead @taylrmaharaj @TheyHateNoelll @sixthgodtalk https://t.co/KwvW4MmUXR I will leave this link here :) this is the GLOBAL statistics for street based harassment ONLY. You’d be shocked as a man to see how high the numbers and percentages are.	YES	247
200126	Thousands of girls and young women have shared their stories. Stories of group harassment, of violence – showing they’re #UnsafeontheStreets.#StopStreetHarassment 👇 https://t.co/31Qk3ubzRU	YES	188
200127	"""Chalk Back: The Girl and Youth-Led Street Art Movement to #StopStreetHarassment"" by Natasha Harris-Harb and Sophie Sandberg. Read here: https://t.co/yVcVAwP9SO #girlhood @SophSandberg https://t.co/MVFM3tOkpf"	NO	208
200128	Catcalls of College Park launched to spread awareness and spur dialogue about a culture of catcalling.  This harassment can has an impact on victims, and restricts women's engagement in civic life.  Every woman has a street story.  What's yours?  #chalkback #stopstreetharassment https://t.co/kjJ2pgkEGR	YES	303
200130	We’re speaking out against #streetharassment April 3-9! Join us by using #stopstreetharassment, chalking pro respect messages, flyering &amp; speaking to friends about why this issue must end! (1/2)	NO	198
200131	#Catcalling is #Harassment. It's Not a Compliment. It's never okay. #feminist #feminism #stopstreetharassment https://t.co/g5nJy12sIl	YES	133
200132	@buslobharosa @StopStHarassmnt @obossheffield @OurStreetsNow @CallOutStalking @WomComMatters @DurgaIndia1 @safeandthecity @safetipinapp @SpurthiKolipaka so important for us to take a stand ✊🏾 #Solidarity #StopStreetHarassment	NO	225
200133	"""However, in my experience, when we share our unique stories and come together as a community, we create powerful conversations and cultural change."" https://t.co/zxd3inLLdj #mentalhealth #activism #stopstreetharassment https://t.co/Mhsq3JVr0y"	NO	243
200134	Have a story of street harassment you’d feel comfortable sharing? Send us a DM or email us directly at itsnotacomplimentmelbourne@gmail.com. #yourvoicematters #stopthestigma #speakup #stopstreetharassment #itsnotacompliment https://t.co/hx2p5lwjNT	NO	247
200135	[1] — Stop Street Harassment, 2018 study on sexual harassment and assault. https://t.co/bnDBWNWJfJ	NO	98
200136	“Accountability is not a 'sorry'- it is action. It is deep self reflection and change of behaviour.” - Natasha @KurlyCrusader and Maya @catcallsofottawa https://t.co/ZMZQy9oUS4 Photo by @CheerUpLuv #StopStreetHarassment #16Days https://t.co/w2HfNOJ1v4	NO	251
200137	@ThePragmatist5 @JonDoeLives I don’t know where this was but some states do have laws against this sort of behavior.https://t.co/DPQ5U8kx7K	NO	139
200138	"""...a man is entirely responsible for his own actions."" #LundyBancroft #EndViolenceAgainstWomen #stopstreetharassment"	NO	117
200139	TW /////// PedophiliaJust a few of the stories from our chalking event last week.“Show me what those hands can do.” said to an 11 y/o“I bet you’re so tight, I’d love to fuck that.” said to a 9 y/oGet pedophiles off the street. #StopStreetHarassmenthttps://t.co/Ds5kP5qw1g https://t.co/hGs9Jok0PU	YES	295
200140	Be an Upstander today and everyday. #stopsexualharassment #stopstreetharassment #BullyingPreventionMonth2021 https://t.co/oYBGVggprW	NO	132
200141	What matters is the functioning of the human right theory. Humanity matters for Tigray &amp; Tigreans!!!#HumanRightsDay #HumanRights #WeAreEqual #FightAgainstInequality #changemakers #ChangetheGameAcademy https://t.co/HFNJnKewrH	NO	228
200142	@NathanY06430573 @NadineDorries @HuddlestonNigel @DCMS 301 days. Even under the intense pressure of being discriminated against &amp; trying to get his &amp; all deaf athletes voices heard, this fantastic young athlete reminds us #StandWithUkraine #WeAreEqual	NO	259
200143	I will not go to school without  my sister. I support my sister. #WeAreEqualSays an Afghan boy. True man. Wise human who knows the sequelae of excluding half of society.Education for all Afghan https://t.co/kaHCyG4pUh	NO	217
200145	Sex Pistols - God Save The Queen #AbolishTheMonarchy #WeAreEqual https://t.co/U0A5KQgeCa via @YouTube	NO	101
200146	DJ'ín is just as important nonetheless!Come Lock into Slimzosrecordings Livestream on instagram Thursday evening from 7pm UK time and i will try to prove my claim!!#WeAreEqual #DJ #PRODUCER #MC #ARTISTS https://t.co/rx5bCBFexI	NO	226
200147	@confusionhumain Society's set norms!Happy men's day though!#weareequal	NO	71
200148	There is no place for #racism in this world! #WeAreGlobal #WeAreOne #NoH8 #WeAreEqual #NousSommesEgaux! https://t.co/WziipkEVaC https://t.co/czCWzvaXD1	NO	151
200149	Abolish The Monarchy https://t.co/zSAmYOktHz via @YouTube #WeAreEqual#AbolishtheMonarchy#EndtheMonarchy#LiztheLast	NO	114
200150	With growing demand for the president to resign. We gotta wonder when will he learn? #WeAreEqual STOP BEING VIOLENT! https://t.co/q7VQM9DdvS	NO	140
200151	No child will ever walk 10km to school. Gogos (Makhulu) won't hire bakkies for clinic visits, motorists won't have to drive to town for fuel etcNB: Not meant to offended anyone, its merely a suggestion. I stand to be corrected!!!#noonestaysbehind #weareequal	NO	258
200152	💯 #WeAreEqual. Good ol’ Albert 👏🏻🙌🏻 https://t.co/kxSr1xQ3jw	NO	59
200153	Spending some time in #accara Ghana! Such a fun place to spend this fine day August 27, 1963. Wonder how the Civil Rights March will go tomorrow. I know my bois will kill it! #fightforurrights #endracism #weareequal https://t.co/G9RWosLbIi	NO	239
200154	And Nobody Does Anything While Pleople Dying! Why This Cruel Indifference, Why! #WeAreEqual #TheFundamentalRespectOfHumanRights #FoodForAll #WaterForAll #SaveTheAfricaFromExtremeDrought #LetsNotLeaveThemAlone #ToGiveAHand #SolidarityNotCharity #ClimateActNow	NO	258
200155	AHhHhhh. My hands gave grown tired from all the writing😅. But I am so grateful to announce the publication of my second work🔖. Ladies don´t jump off your seat do get ready for ¨Some reflections upon marriage¨!!! Go get your copy now! #weareequal XOXO 👏👏👏-1700	NO	259
200156	In the mood for a DIY spa day? Pamper yourself and your skin with luxurious yet affordable Equal skincare products.Include Equal products in your skincare regime today!#Equal #WeAreEqual #PersonalCare #GenderNeutrality #Skincare #Haircare #EqualCare #NaturalSkinCare https://t.co/u3INtWpyp3	NO	290
200157	Protesting again this Saturday 9am in front of Balise Toyota Scion, West Springfield Riverdale Rd and Sunday 9 am at intersection Birnie Ave and Prospect…#TruthMatters #NomadarWhat #WeAreEqual @baliseautogroup @MassAGO @JoeBiden @jubileeoutreach	NO	245
200158	On the anniversary of women gaining the right to vote and stand for office in politics in Turkey, we proudly declare that we respect the rights of all women, starting with our associates in our workplaces, and we act together to build a more equal world.#boyteks #WeAreEqual https://t.co/ffjmQOKboe	NO	298
200159	STRIKE STRIKE STRIKE! ❌❗️🚫              We need to stand up for women's rights! Women deserve equal pay and equal rights! The Triangle Shirtwaist Factory needs to have better working conditions, WE NEED TO BE EQUAL!#STRIKE #EqualPay #WomensRights #WeAreEqual	NO	258
200160	100 followers! My heart goes out to the @JungleFreaksNFT community, as it has shown to be THE MOST INCLUSIVE AND SWEET group ive ever came across on the internet❤️‍🔥❤️‍🔥! Shoutout to @canali_fabio for being my 100th follower♥️! #freaksfollowfreaks #weareequal	NO	259
200161	Caption exist in post! 😀 Happy Men's Day ❤️..#nooffence #peaceout..#MensDay #InternationalMensDay #MensDay2021 #november #mensdayquotes #InternationalMensDay2021 #mensrights #womensday #menhavefeelingstoo #strongmen #men  #nonutnovember #menwithclass #menscommunity https://t.co/jGp19Utc37	NO	289
200162	#womensday is around the corner — which means it’s time for a #campaign 🎉 that we’d love for YOU to be a part of! *T&amp;Cs apply. #IWD2022 #BreakTheBias *Final entries (images) will be chosen by Basis &amp; will feature in our video release on March 8th, 2022. #Thread https://t.co/G7lu0jxzDJ	NO	293
200163	@womensday @guardian This is the year, yes to #BreakTheBias, Women, are to give and take equal opportunities at all levels and in all fields. It's all about ability, capability, and responsibility, we as women have same if not more.	NO	232
200164	𝐇𝐚𝐩𝐩𝐲 𝐖𝐨𝐦𝐞𝐧'𝐬 𝐃𝐚𝐲 to all the lovely ladies 🌻. #V5Digital #Equality #WomensDay #celebratewomen #womenempowerment #HappyFriday https://t.co/KIWNg0yqOM	NO	148
200165	Here’s some halftime Entertainmmt for y’all watching the @LadyVol_Hoops vs @LSUwbkb game… I still have nightmares about this block😋 #sylviafowles #brittanyjackson #LadyVols #lsu #blockedshot #halftime #tnvslsu #Vols #basketball #womensday #tennessee #patsummitt #TallGirl2 https://t.co/BLk0YZboiS	NO	296
200166	Let's celebrate International @WomensDay 2022 and help to collectively #BreaktheBias for women around the world. https://t.co/gmRMpyA92K https://t.co/F9jx5SRTzt	NO	160
200167	"Afghan women cannot be part of any sports including cricket as that would ""expose their bodies"", the Taliban#womensday #Taliban"	YES	127
200168	We wrote our song, Strong Woman, to celebrate the women in our lives and the achievements of women all over the world! #strongwoman #womenempowerment #womensday #inspiration https://t.co/a3Kk9NnpK4	NO	197
200169	For all the womens out there!#women #WomensArt #WomenWontWheesht #womenpower #womensday #WomensRights #WomensMarch2021 #WomenWhoCode #womenshealth #womeninnaturism #bodypositive #bodyart #selflove #SelfLoveIsTheBestLove #selfcare #selfhealing #loveyourself #PositiveVibes https://t.co/UaM7QkdTER	NO	295
200170	@realAlexWinter Just ate a big dinner with @toddrew and friends to celebrate #womensday 3 Purebloods able to coast by. No lame vaccine checks or anything. Thankfully seems the commies aren't getting the entire script from WHO and the wider Cathedral. Kinda business as usual again	NO	280
200171	@womensday What a wonderful advert for the brilliant vaccine programmes continuing to save lives , improve quality of lives &amp; reducing strain on NHS services . This is one fantastic reason for the NHS to be cherished by public everyday	NO	239
200172	Shivaami is joining the force this #IWD2022 to #breakthebias by bringing leading Women Entrepreneurs to share their success stories online.Register here(https://t.co/w3IVPDJEY9).Date : 8th March 2022Time : 3 PM to 5 PM#webinar #freewebinar #womensday #womensday2022 #WOMEN https://t.co/FsCXnLmuna	NO	296
200173	This is the day to salute all women's struggle to secure a dignified place.Women are inspirations for others in so many ways. My special honor, tribute &amp; respect to Madam #Fuzia_Shahzad. Happy #WomensDay #nationalworkingwomensday@HERAKP_Official @UOM_LowerDir_KP https://t.co/vDOIMmndvC	NO	290
200174	Custom Color Inspirational Aviation Gift Funny Pilot Mug Amelia Earhart Quote Ceramic Coffee Cup Mug for her https://t.co/9mFRtOEfu4 #CraftyMcClever #UniqueEtsy #WomensDay https://t.co/DZoPBhb9mz	NO	195
200175	To all women deserving of their special day. Nollaigh na mBan Shona Daoibh. #womensday #nowork https://t.co/KzCQmOSYpF	NO	118
200176	Feel #blessed that I have raised a caring &amp; loving 13 yo who is our Next Gen Feminist &amp; Ally. I was crying of joy inside when I got this text. Not only we must #BreakTheBias for women, we need to do it for our children. 🗼🍣🍧🧋@GlobalFundWomen @UN_Women @womensday @WomeninID https://t.co/UJvvloR0iP	NO	304
200177	“Above all, be the heroine of your life, not the victim” — Nora Ephron. Click here for 48 inspirational quotes for women. #WomensDay #WomensDay2021 #IWD2021 #InternationalWomensDay https://t.co/EtJleqOYQP	NO	204
