id	text	label	size
100028	@ShahidForChange @TeamPelosi Quiet, sexist ^%$#.https://t.co/6GqlfIKeE3	YES	71
100029	Fuentes: 👇🏻👨🏽‍💻https://t.co/iLQIKX2hne https://t.co/YpGSK9HrQT ¡Fin del Hilo!Conoce más sobre tu derecho a creer en:  https://t.co/7wPIekT5d2	NO	141
100031	this artist is only 20. that is so young to be harassed like this. no les dan vergüenza hablar tan mal de alguien tan joven? regardless of what the original convo was about la anti negritud de mestizos y blancos en la diáspora y en latinoamérica es algo asqueroso.	NO	264
100032	@Lolailo11484296 @ArantzaFernndez @JliaArnau1 @PabloEchenique Ay, se me olvidaban las pruebas, por aquello de no hablar sobre invenciones como tú. https://t.co/hY0UqdGbsrhttps://t.co/u1DDP6x0dn https://t.co/Pz0CVbKQcAHasta otra.	NO	228
100033	She harassed the Senator, así que váyanse a mamar. https://t.co/XFHzXpPzQx	NO	74
100034	"#EEUU Documentos desclasificados revelan que misteriosos drones -en julio de 2019- ""acosaron"" a buques de guerra yanquis en las costas de California. #FOIA #MysteriousDrones #Harassed #US #Navy #Warships #OffCalifornia https://t.co/VsPJCyOldN"	NO	242
100035	Devastador, pero con crítica constructiva:  Chris Cuomo Sexually Harassed Me. I Hope He’ll Use His Power to Make Change. https://t.co/R3qNK1VkbB	NO	144
100036	@Harassed_girl loca d mierda en k momento	YES	41
100037	@GeoLRB @DayalaEC @mirrorgene El chico Sandman, d escuela católica que viajó a Washington con un grupo de compañeros y fueron harassed y atacados x Black Israelites(secta) y un nativo americano,, y que CNN etc. Dijeron que fie al revés, causando expulsiones, amenazas de muerte etc. Aprox 100 millones ganó	NO	306
100038	@spacland encima siempre a la misma pobre tisi she’s being harassed	YES	67
100040	cuando pretendieron defender la libertad de expresión de académicos quejándose de que de alguna manera la gente trans los estaba silenciando 💀💀💀💀https://t.co/K7W5EDm4jR	NO	168
100041	⚖️ Piden más de tres años de cárcel para el vecino de Torrevieja acusado de colgar el DNI de la víctima de la Manada en un foro #LaManadahttps://t.co/58k5jp4f1I	NO	160
100042	@DavidSpringMan @Tuices @JessicaFillol Pues mira no, son hombres, cada uno con su familia, amistades y haciendo vida normal. Igual que los de LaManada, y los que asesinan a diario a sus parejas. Por eso deberíamos preguntarnos qué coño está pasando con los hombres para q actúen así, y qué clase de sociedad queremos.	YES	317
100044	"@jmrane #Lamanada (agresión sexual en Navarra)  tienen DNI muy español?  Había hasta un agente (expulsado por sus delitos) de guardia civil,  el cátedro @fjconpe es el ejemplo de la derecha-caverna, ""nosotros"", ""ser español"", síndrome Marujita Díaz."	YES	249
100046	Este viernes 22  #DosLinternas @remociones2016#jauria #LaManada @TeatroPicadero @smwpress#Teatro Entrevista completa a @vanesangonzalez https://t.co/7fUCfIRhYt	NO	159
100047	Caso #LaManada: Heredia es la abogada de la víctima 📞 “mal llamado así: fue una violación grupal y no por animales sin raciocinio”, expresa. “Va a juicio oral… agarré el caso luego de que personas quedaron fuera del proceso (tras aquel episodio del ‘desahogo sexual’)”, cuenta https://t.co/wpEEPnfKHE	YES	300
100048	Alejandro Saavedra, violador parte de #laManada en SCZ finalmente sentenciado a 20 años #SeVaACaer	YES	98
100049	@Gueisha3 @HRodriguezCuan Los políticos acostumbran a hablarle al pueblo como si fueran una manada de estúpidos pero lamanada no hacemos nada por contradecirlos.	NO	161
100050	"Comparto algunas columnas anteriores que reflexionan sobre el tema de la #violación grupal y las reacciones de la sociedad y todo esto. Esta de 2018 sobre el caso de ""#lamanada"", con reflexiones sobre ""el baño de #santateresa""  https://t.co/EMwJ5LNTxN"	NO	251
100051	Confirman que la madre del violador de #LaManada, Eliane Saavedra Daza, recibía plata del gobierno municipal de gestión de la ex alcaldesa @AngelicaSosaSCZ, “sin trabajar”. #2000ItemsFantasmas#UnMilContratosFantasmas https://t.co/XY8aNwRA41	NO	240
100052	@xaviermartinezg Quin descontrol! Desde lo de lamanada, es un no parar de violencia	NO	83
100053	“La manada” 🐼🦁🦊..Mis bebés 🤍#lamanada #dogsofinstagram #doglover #siberianhusky #shetlandsheepdog #husky #sheltie #huskysiberiano #pastordeshetland en Metepec https://t.co/NQnxdMvxUM	NO	182
100054	@VanessaRosales_ Por eso amé #LaManada de @DelMarR_V. No dejo de pensar en esa novela.	NO	86
100055	Mis leones metiendo cojones coño , 7-3 !! 🔥🔥🔥🦁🦁🦁 #Lamanada	NO	58
100056	@PipeCruzGaming ⭐siiii estuvo increíble!!! mi Pipe, eres un crack!!! Te adoramossss #LaManada 🐺💙⭐	NO	97
100058	Mientras Scooby disfruta unas vacaciones en Lamanada yo cuido en casa a Merlot, el russian bleu de mi hija @victoria_pujals https://t.co/K1ozE7iCwA	NO	147
100059	"La otra víctima de '#LaManada': ""Si 'El Prenda' se arrepintiera de verdad, me hubiera pedido perdón a mí también"" https://t.co/H3HqoEl0cA"	NO	137
100060	Lo de Lopetegui en rueda de prensa diciendo no se que de la minifalda y tal... Era por los de #LaManada... No?	YES	110
100061	@DinoPT @izzygirl86 Si hubiese un #metoo del cine español, sería por homosubvenciones y felamamandurrias.	YES	105
100062	@lilyvargasv Hay otro tema en el ambiente, pero el #MeToo es un ejemplo interesante de lo que dices.	NO	100
100063	Come on, @twitter, label MeToo. 😎🍿 https://t.co/DsAgaMoT9a	NO	58
100064	"Crece la preocupación por el paradero de Peng Shuai ""Crece la preocupación por el paradero de Peng Shuai"" https://t.co/JgYQXC5STp"	NO	129
100065	@HobbiesGeeks Siempre he pensado que esa escena (La de la segunda pelicula) se a librado del movimiento #MeToo hasta ahora, haber cuando la cancelan	YES	148
100066	Creo que la 4T va a pasar a la historia como el gobierno que más premiaba y condecoraba a los agraviantes sexuales. QUE VERGÜENZA! Ahí esta el Salgado Macedonio, y ahora Pedro Salmeron, y no dudo que haya más 🤬#metoo	YES	216
100067	Un tribunal chino desestima el primer caso de #Metoo, y amenaza con acabar con este incipiente movimiento en el país https://t.co/POlQyqSPMi vía @publico_es Por @kohanm	NO	168
100068	"Veo que surge una respuesta tipo ""Not all Americans!"" a la lucha contra la afluencia de estadounidenses a PR, como el ""Not all men!"" a MeToo. En ambos casos la réplica obvia que se trata de estructuras y dinámicas que crean desigualdad, no de si individuos se portan bien o mal."	YES	278
100070	@francisco_sanma @AlephEdu Dicen que la denuncia es real, la Cariola dijo que ella era feminista y del metoo, y le creía a la victima, así de tarados. Weones a cagar, le dan material a Kast, con un asunto muy grave.	YES	215
100071	#PorSiNoLoViste #Espectaculos #Acoso #MeToo 🟣La #topmodel británica Emily Ratajkowski denunció que fue acosada sexualmente por el cantante Robin Thicke, durante el rodaje del videoclip de #BlurredLines#DiariodeMexicohttps://t.co/5YAE8RE7PF	YES	239
100072	"El asunto #Canessa puede ser el inicio de un movimiento #MeToo  en Ecuador para denunciar el acoso sexual en todo nivel, por ejemplo no entiendo como se normaliza en nuestro país los ""matrimonios""  entre profesores y alumnas de educación secundaria, desde hace décadas hay casos."	YES	279
100074	Hey! Como es que @YosStoP este en la cárcel (no digo que este mal o bien) pero como es que el hdlv de  @RicardoPonce82 sigue libre y haciendo aún sus putos retiros donde abusa de mujeres #MeToo	YES	193
100075	"""Quizá Annette, narración supuestamente en la órbita del #MeToo, sea en realidad, y al margen de sus virtudes cinematográficas, algo más frívolo""Hay que ver Annette sin duda, y luego leer a @JaimeLorite_ https://t.co/j1hhybaasa"	NO	227
100076	EL #METOO Y EL MUNDO LITERARIO | Acosadores: la pesadilla de las escritoras.Testimonios de cuatro autoras que viven infiernos a causa de los hombres que las persiguen.Por @xaviayen. https://t.co/e9Sc5dWQNY	YES	205
100077	"El tan necesario #MeToo en el mundo académico:https://t.co/FK014WeLIP""Recibí amenazas de muerte a las 3 de la mañana, intentaron echarme de la universidad, (...) y cuando vieron que no podían con nosotros, fueron a por nuestros hijos en las escuelas""#WomenInSTEM https://t.co/JQni1VJyYK"	YES	286
100079	@paola7kat Se va a caer. #LoVamosATirar . Abrazos . No estas sola #MeToo	NO	72
100081	@SpeedMarble @franckierd6661 Incel: persona que expresa su incapacidad de conseguir relaciones sexuales a pesar de ser su deseo, caracterizados por el resentimiento que hay en sus publicaciones. Los MGTOW se supone que es un grupo que sigue la idea del separatismo entre el hombre y la mujer +	YES	293
100082	@TauOmega3 @MGTOW_Chilensis Los que hacían verdadero caos no son esos, no fueron fotografiados ni detenidos... Lamentable... Porque por lo mismo, pueden volver...	NO	162
100083	@Pretorian_MGTOW @Pablo70753181 @ProfesorQuantum Literalmente toda la discografía de Aitana es eso que dices que no existe.	NO	123
100084	@MGTOW_37 No creo en el infierno/paraíso... Para mi murió impune por la cobardía Argentina.	NO	91
100086	@LibertadSurja Es mucho peor, los veganos rechazan los productos animales por moral, por no hacer un daño a seres que consideran que hay que proteger. Los MGTOW rechazan a las mujeres por resentimiento, odio y paranoia.	YES	219
100087	"@HhojHhh @AtlasLiberado @g_barranquilla @Pretorian_MGTOW @TinderEnfu @daereams @chals_wotan @La_Hordaa @CaraBM6T0W Se llama ""nicho de mercado""."	NO	143
100088	@ac4g4r @LnrSnmz @Crash84261431 @Claritairrita @Laurapdv82 @agonzalezdb @Aytoburgos Los MGTOW, puteros de manual franquista.Cortados todos al mismo patron.	NO	155
100089	@Pretorian_MGTOW No se que le pasó a ésta mujer? Está confundida o le pagaron en sobre?	YES	87
100090	@MGTOW_Chilensis @carreragonzalo Se llama criterio, es cuando dejas el pensamiento binario, y empiezas a ver los matices.	NO	121
100091	@LaInca_ A Milei también lo puede llegar a consumir un Tincho redpill, que no sería un tanque de leche, al contrario, les va muy bien. En cambio Moreno parece más para un público MGTOW	NO	184
100092	@borboleta_uma Diria que mas que tocar puntos sensibles hay ciertos problema en la comunidad y varios individuos que hacen ver mal a todos los mgtow aunque tambien es culpa de quienes son ignorantes del tema y piensan que cualquiera con una cuenta recien creada diciendo que son mgtow lo son.	NO	292
100093	@MGTOW_Chilensis @T13 Esa vieja qlia no sabe ni 1 we...	YES	55
100094	@gyou_san @VeteranAnon D) Pseudo transgresores que son cómplices por inanición o tienen ideologías de mierda que prefieren ser showmans en el status quo (Laje, Milei, que son la respuesta Argentina a Paul Joseph Watson, Ben Shapiro y Milo Yiannopoulos) o básicamente los MGTOW.(3/4)	YES	282
100096	@Jeff_Mugi4Mugi Mgtow Y así será por algunos años , no he encontrado otra alternativa.	NO	86
100097	@L0Bo_S0litari0 @pokasoltesagain @SigmaKetzal @marketfarid @La_Hordaa @Don_Patch_333 @Donnadie222 @Pretorian_MGTOW @g_barranquilla @EnMgtow @MNihilismoHL El único que se compadecería por verme llorar, es mi papá, ninguna otra persona de ningún sexo lo haría.	NO	258
100098	@MGTOW_Chilensis @meganoticiascl Me an contado que este gueveta de sepulveda es prepotente,leantaoraja	NO	102
100100	Gente que no es MGTOW discutiendo quién de todos es más MGTOW pura sangre.Luego dice Sandman que el manifiesto 3.0 no aporta nada. Cómo se nota que no conoce la mentalidad y la picaresca hispánica. https://t.co/8OJR7zDFMT	NO	221
100101	Digo esto por qué It’s just plain rude, se puede interpretar cómo una microagresión y te da aires de que te crees superior. Yo nunca hago esto,por lo menos a mi mami y papi me criaron con modales y me enseñaron a respetar a las personas.	NO	237
100102	"@Pachifula Creo que hay algo de pasivoagresivo y manipulador.Gente que hace sentir culpable a otros (de cualquier vaina) es para aplicarles luego chantaje emocional.Un fren una vez me dijo que asumir que él está mal porque está desempleado es una ""microagresión"".#NoLoSoporto https://t.co/OVQD7OJzoZ"	NO	299
100103	@valenzine No te leí en su momento y ya todo pasó, pero te devolveré esta microagresión 😂	NO	89
100104	nunca vi a tanta gringa celebrando que los países pobres que nunca tenemos nada nos quedemos sin nada otra vez, pueden decir lo que quieran pero si tiene aires de microagresion y las odio https://t.co/xmlFevLzBN	YES	211
100105	Y más aun, casi siempre va acompañado de una agresión física y así hablan de microagresión por cualquier caballá... https://t.co/VXcfYV5myK	YES	139
100106	"@edmundogs @Perez_Writes @unherd @smarsimian @hindelita @flaviapittella @dangigena1 @Diairusta ""Un noble salvaje italiano garcha durante 300 páginas sin miedo a cometer una microagresión.""Me encantó cómo describe el triste panorama actual de la edición literaria (aunque él lo suscriba a EEUU). No cambiaremos el mundo, pero al menos cambiamos de tema (como pedía Joyce)."	NO	371
100107	@LaluRAlbarran Lo conseguiste, Lalu. La portada pasó de gustarme much a no gustarme nada.  Visto al lado de la de Messi...pues si. Yo te digo que yo me identifico mil veces más con ella en estas fotos. Pero ese no es el punto. Sí es microagresión.	YES	247
100108	Un gendarme vino a mi mesa de voto para hablar conmigo en mandarín. Petizo y probablemente lindo. Lo interpreto como un ofrecimiento coital y no como una microagresión racista.	NO	176
100109	Ok, va, pero tengo una pregunta. Si Robin nos hace daño, ¿sería considerada una microagresión?	NO	94
100110	"Y recuerden que decir ""No todos los hombres"" no es más que una microagresión que demuestra tu necesidad de controlar la opinión de una mujer y someterla a los parámetros de lo que tú esperas que ella sea. https://t.co/O3bDl3pSRh"	YES	228
100111	He aprendido una nueva palabra “microagresión”😎 Cuando opino acerca de algo relacionado con el racismo contra los asiáticos, me dicen (algunos) que estoy exagerando o que solo ha sido una broma y ya no se puede decir nada sin ofender a nadie, etc. Ve este vídeo y ya entenderás. https://t.co/AZHCrItVrJ	NO	302
100112	"Ni siquiera se dan cuenta que ese pensamiento es una microagresión porque ellos incluso están por encima de algunos artistas ""grandes"" en todos los aspectos pero por ser coreanos los siguen viendo como si fueran menos"	NO	217
100113	@matapiojos4 @_traci_a @BeamExport @elmundoes Pues no, la microagresion se introdujo como concepto para destacar algo que es normal en el día a día y que puede ser nociva por el uso que se le da. No se permite todo, se nos permite reflexionar sobre lo establecido. De algodón tú que te ofendes cuando escuchas microagresion.	NO	324
100114	@AgnesOConnell No se pero la verdad fue rarísimo en plan lo de la orientación fue muy por la cara no sé si es microagresion o que	NO	129
100116	🎙️ MUNICIPAL FM [ENSEGUIDA▶️] En el espacio de  entrevistas de Quito 2.0. Alejandra Cárdenas, Abogada en DD.HH., nos explicará el concepto de Microagresión hacia la comunidad LGTBIQ+ en la esfera pública.Consultas al  📲2510-510 📲2510-2511#LaRadioDeLaCiudad https://t.co/D9ChE3i737	NO	280
100117	Mano, pasar por microagresiones raciales a diario es saber que lo que te dijo la persona es una microagresión, pero preferir no responderle porque si lo haces eres un salvaje.	NO	175
100119	"Así como va la cosa, por la hipersensibilidad de esta generación de cristal buena para nada y que todo lo consideran microagresion producto de la supremacía del hombre blanco, no queda mucho para que el contenido que se encuentre luego en la Deep Web, Sean cosas tan ""ofensivas"" ."	YES	280
100120	@Lourdes_siempre Hola Lourdes: En la @SIAC_cardio estamos haciendo un estudio sobre agresion-microagresion y abuso al personal de la salud durante la pandemia.Te interesaria ver la encuesta y ayudarnos a recabar mas info de Fisioterapeutas y Kinesiologos/as?Abrazo,@sebagz1	NO	273
100121	@NarcisoKaramazo @LilaAndrea86 @grupoeldeber A ver si tú y tu micromachismo defienden a quien pegue a tu hija	YES	109
100124	"¿""Sujétame el cubata"" qué es? un micromachismo de libro; o macro machismo; es una expresión machista como la copa de un pino que debería estar señalada por la autoridad y sancionada por la sociedad que piensa como debe ser. https://t.co/Whu7Pg7joS https://t.co/g47d6PeCEo"	YES	271
100125	@leoah8848 Diganle eso a los AVE, diabetes, hipertensión y todas esas patologías asociadas a la obesidad. Pero diganle cosas en serio, no que es culpa del patriarcado y del micromachismo	YES	186
100126	¿Sabes que es el «micromachismo»? Un serie de cortometrajes aborda el tema en RD https://t.co/cyWKmIev9z (🎬@Hansgarcia 🎥@Marthaloidys)	NO	134
100127	"@jananeme @IraciHassler Si decirle ""mamita"" es micromachismo, entonces si le dices a un hombre ""papito"" sería microhembrismo?Podría ser considerado falta de respeto por la forma que te referiste a una autoridad, pero no tiene nada de machismo, dejemos de mezclar los conceptos."	YES	277
100128	"@74ff336866c84e1 @edsyuliet @vlzqzmica Independientemente de lo que sea, no podes juzgar de micromachismo a un nene sin dejar pasar en alto que la enferma de la madre tiene conversaciones con el hijo de sobre si ""durmió"" o no con alguien a la noche, básicamente hablan de los garches que tiene la madre...."	YES	306
100129	@rteffta 😂 cabal bajando del carro y en la radio hablan “claro que es micromachismo negarle a tu esposa sexo oral durante su periodo” 😂😂	YES	136
100130	"@EdFernandoMtz Es micromachismo decirle ""el celular"", cuando claramenta se identifica con la A como femenina. https://t.co/h3Gb3aI9V6"	NO	133
100131	@todomuycansao Madre miaaaaaa... (esto es un micromachismo?) https://t.co/jo66Ppk5le	YES	84
100132	"@nataliavolosin @Quilmescarlos Gente, no se maten en tratar de hacerle entender lo que escribió. Se deshumanizo por completo, a tal punto que considera la cortesía como ""micromachismo""."	YES	185
100133	@MrTrabuco1 @IamCristinini @facha_hours Micromachismo interiorizado....jajajajajaja vale Mr. Trabuco😂Gracias por el chiste. Después de una larga jornada viene bien reírse	YES	170
100134	@aIberto_garzon Esto es un comentario machista.....como dicen en salvame un micromachismo. Que pasa que solo las ciudadanas se quejan de la luz, por qué ponemos lavadoras, hacemos la comida, etc etc......la subida de la luz no va con los ciudadanos, es decir con los hombres?	YES	275
100137	solo no saben qué te están haciendo daño, neniux si sufres algún tipo de machismo o micromachismo, abre la boca, las cosas no cambian hasta que alzas la voz.	YES	157
100138	@publico_es Vamos, que los hombres tendremos que comprar los medicamentos en el extranjero por si detectan un micromachismo cuando entremos en la farmacia.	YES	155
100139	@Gxpedition @OtroChileYa @gabrielboric Acabas de decir que es un tema de micromachismo q x lo menos, yo lo he vivido mil veces y ella quiso generar un cambio y K lo utilizó de la manera más vil sin pensar ni un segundo en ella. Si eso no lo puedes ver, me da mucha pena porque no empatizas con ella	YES	298
100140	@HerreraPml @i_krmns @xime_caprile Por ejemplo si buscas en buscadores normales como Google o en otros más específicos “micromachismo” hay mucha información, y así con cada uno de los términos presentes en la infografía.	NO	220
100142	@VictorHG994 @m0lestic Me encanta ver a aludidos que tratan de justificar a los abusadores. Luego no estén llorando diciendo #notallmen 😭😭	NO	138
100143	Se acuerdan cuando ellas jodian con #notallmen? Kjj #notallwomen https://t.co/ysEkhWbjr4	YES	88
100144	@pecaroonce @LeticiaDolera #Notallmen Manolo, en mi casa la hace mi padre, pero sabemos de sobra que en la mayoría la hacen abuelas/madres y tías. No hay ninguna duda, también son las que limpian.	YES	196
100146	@YCeravieja #notallmen, #notalltrans Mmmmmmm me pregunto qué tendrán en común?? (🍆)	NO	83
100147	si pudieran vagones no mixtos en el transporte público en españa:-ellos: no lo respetarían mientras que harían ruido por internet para mostrar lo desigual y ofensivo que les parece porque #notallmen-ellas: suben a su/novio/amigo/hermano porque él es diferente #notallmen	YES	270
100148	@MiguelPureza A mi me sabe fatal, pero lo que leo en tuiter no es lo que veo en el mundo real. 17 veces me han dicho “cambia de médico” hablando de médicos distintos. De verdad que me sabe fatal por vosotros pero no sois la mayoría ni la norma. Es un poco notallmen, de verdad.	NO	277
100149	¿Ya ven? Todo por estar discutiendo una enésima faceta más de #NotAllMen me distraje y ya me llamaron la atención en el trabajo por un detalle que se me fué. https://t.co/DCHt8oQRlH	NO	181
100150	"@suletl Sí, ya sabemos que ""no todos"" #notallmen, pero los suficientes para hacer mêmes 😌"	NO	89
100151	"@FemTranslation @ciborgxx Pásate x la cuenta d @IgualdadGob cuando anuncia una nueva víctima d #ViolenciaMachista aparece a comentar cada unineuronal 🤦🏻‍♀️ no les importa q aparezca muerta ""otra"" mujer o menor x #ViolenciaVicaria, solo vienen a explicarnos q bla bla ""intentaría putear al marido"" y #NotAllMen"	YES	309
100153	Si, ya se: #NotAllMen Hijos de un camión de machirulos inmundos!https://t.co/h8mF79UUR2	YES	87
100155	@kutebix Pensaba que cuando pones una opinión pública es porque aceptas la posibilidad de que otros te expresen la suya con respeto y más si encima no se alejan de la tuya. Bastante tienes con aguantar a los notallmen como para encima también confrontarte con gente que solo se expresa	NO	285
100156	Creo que a la hora de decidir tener unx hijx la pregunta más importante es si eventualmente te bancarías ser madre soltera porque #notallmen y coso, pero todo tipo es un padre abandónico hasta que se demuestre lo contrario	YES	222
100157	Por ejemplo:- Bla, bla, bla... #NotAllMen - ¿No? Pues 3 de cada 10 hombres son feminicidas, 6 de cada 10 hombres son violadores y 2 de cada 10 son pederastas...¿Qué queréis que os diga? Nos vendría muy bien.	YES	207
100158	@rubyriojano @Barbijaputa y por tanto, en vez quejarte de la ley vas y te marcas un #NotAllMen bien ofendidito.Podrias poner un par de retweets tuyos de esos que dices donde consideras que?	YES	189
100159	@Hoyuelicos Joder que puto asco los tíos así, que luego vendrán gilis a decir notallmen, pero mira, gañán, son inmensa mayoría los que hacen estas mierdas. Es que lo puto reventaba a ese gilipollas joder.	NO	204
100160	No todos los hombres son delincuentes, pero prácticamente todos los delincuentes son hombres. #NotAllMen https://t.co/X1jPLaPBhB	NO	128
100162	leyendo los lyrics de all too well 10 minutos… y no me creo de ninguna forma que la taylor de 2011 escribiera “f*ck the patriarchy” A MÍ NO ME ENGAÑA	YES	149
100164	Premiere @ 4:15 https://t.co/n5RD1jJd8G#patriarchy #toxic #teenagegirls #blackgirl #predator #pedophile  #wisdomoverfeelings #blackcommunity #ageofaquarius #healing	NO	164
100166	"Btw me cae muy mal cara delevine y la verdad que si remera de ""peg the patriarchy"" no ayuda"	YES	91
100169	arranque el año gritando fuck the patriarchy a los 4 vientos con la rubia d fondo como dios (taylor) manda 🙏🏻🙏🏻	NO	111
100171	solo puedo pensar cuando escuche ese FUCK THE PATRIARCHY https://t.co/QAjonghpGK	NO	80
100172	Lo que los amo por favor la representación de pegged the patriarchy https://t.co/vU7pcJViii	NO	91
100173	@Mister_Wolf_0 @paulinadeallend vi el video y recordé esto: peg the patriarchy. una grande, Paulina! 💪🏼	NO	103
100174	No like.. patriarchy.. ella es literalmente una MAMASITA q está buenísima y a la q su novio maltratador q le ha puesto los cuernos con su mejor amiga le ha puesto una pistola en la fucking cabeza amenazándola de matarla.. él es solo un average incel que wapeoniza ser simpático tf https://t.co/3XWU6uWbhB	YES	304
100176	Man Claims to Be The Patriarchy #shorts https://t.co/ENWe5nudRw a través de @YouTube	NO	84
100177	estaba escuchando all too well en la cocina y gaby desde la pieza obviamente gritó a todo pulmón “FUCK THE PATRIARCHY”	NO	118
100178	@Nievessebastia1 @PabloEchenique Es maravilloso que se os caiga la careta y ver lo que sois en realidad la #ViolenciaMachista reaccionaria de todo el #Patriarchy #MujeresAMadrid23Oct #MujeresALasCallesYa https://t.co/DSjAiqANnu	YES	227
100179	@estrella_amn ... sentencia que por cierto, recae con particular dedicatoria sobre las mujeres... pus porque patriarchy verdad... 🙄	YES	131
100180	Volví a activar mi ig y todo x chupar un pito the patriarchy won again	YES	70
100181	En marzo Marvel celebra el día de la mujer con un especial con aventuras de algunas de sus heroínas. ¡Tendrá varias portadas, será difícil elegir una solo!https://t.co/wjdvvUK5yS#WomenofMarvel #MarvelComics #diadelamujer #WomensDay https://t.co/56mhnyZZz4	NO	255
100184	Diseño de #branding para Le Femme Madrid, #festival benéfico por el día de la mujer. Todo lo recaudado se donará a https://t.co/ujAJ1kakQX Toda la info en https://t.co/uUuyhVCx3Z y https://t.co/HiuE6vEHvd #conciertos #Madrid #festivales #diseñográfico #posterdesign #womensday https://t.co/PHkVAcuGxM	NO	300
